,label,left,top,width,height,HITId,AssignmentId,WorkerId,ca,no,tr,fr
122,Object held in hand,311.0,440.0,576.0,640.0,3RZS0FBRXN9W32M3NXI0K5QRGDYPCQ,3K772S5NPCAMA36MQDLSQ4KPI7VHEZ,A3760PCQD2MPIO,airplane,6,hodgepodge,49
123,Object held in hand,321.0,578.0,457.0,502.0,3MIVREZQWKXZMCZ6FNEN8TT9QIRQKT,3OVHNO1VEA039ISG04GFKT69EKWZDX,A3E7ZJB271LWC4,airplane,6,hodgepodge,55
124,Object held in hand,413.0,488.0,241.0,592.0,3TCFMTM8IHNGOSBZ52I47WZ716D12N,3TOK3KHVJXHBT5DZ7I2C43P985Q7OA,A2PJBSDDN22XIX,airplane,6,hodgepodge,61
125,Object held in hand,434.0,506.0,509.0,574.0,3M47JKRKD00MHTELRP3MCJ3RVHO86Y,3KAKFY4PGY1JW0197BMH7PH7RVKI32,A2C7EYRPWL8B3L,airplane,6,hodgepodge,67
126,Object held in hand,531.0,586.0,570.0,494.0,37ZQELHER3X993MHK7ZMJCQ8ACXNM6,3W8CV64QJ6Y5F7F5I256YQJER9SH90,A3PRFA3M7OSCT5,airplane,6,hodgepodge,73
127,Object held in hand,471.0,694.0,607.0,317.0,34D9ZRXCZUT5NF5XV0Q39F5E3ULASQ,37QW5D2ZRKLURBABO4BR28V5GFE8SC,A18R8GG33EVI6C,airplane,6,hodgepodge,79
128,Object held in hand,453.0,708.0,645.0,227.0,3FBEFUUYSN400H70ONN08A9ML5L6AX,3DR23U6WE9DCFCXHQ72H4NNDT1FETV,A1I66SKK9RFQSA,airplane,6,hodgepodge,85
129,Object held in hand,457.0,525.0,592.0,555.0,3VIVIU06GNBHV2BQNRMUE4UROD3MIP,36U2A8VAG5YBIYOLWZ0JAZSXSZFYK8,A1I66SKK9RFQSA,airplane,6,hodgepodge,91
130,Object held in hand,573.0,493.0,344.0,587.0,3WUVMVA7PE22ORRBQSKB582HQ9IZAH,3UXUOQ9OKIWMR1JYXZXU3854JPOA7I,A1L3AMVT1UIZPD,airplane,6,hodgepodge,97
131,Object held in hand,562.0,790.0,350.0,247.0,3EHVO81VO8KK3IEHONLBU059QPTH1J,3MAOD8E57U9NQZJEOG6XJD2SKOSNXY,A39J5RLVDTM6SM,airplane,6,hodgepodge,103
132,Object held in hand,465.0,491.0,598.0,589.0,3FI30CQHWNI5JRCSU1NW3LTS3N6B6X,3LPW2N6LKX1RJ6JDFBZO5P32ZLI5U5,A3S5AA4R3RIEEP,airplane,6,hodgepodge,109
133,Object held in hand,412.0,589.0,685.0,491.0,31S7M7DAHJPNYY9GHRKJSYHBZPXTLF,3PB5A5BD0Z5N1SW1JZP4ZUG7HKC7G2,A3E7ZJB271LWC4,airplane,6,hodgepodge,115
134,Object held in hand,452.0,746.0,595.0,199.0,32XN26MTY2IMIPCPJPW98NF62E20LC,3M1CVSFP644WXJODTY603ZMZOF0AQ0,A2880Y23V0UITQ,airplane,6,hodgepodge,121
135,Object held in hand,492.0,792.0,559.0,230.0,3JVP4ZJHESRKSO4JYMZWG7NELA40IU,3NLZY2D53TODT2FHQPVQCD2AIRIQLH,A17H4056SPXO80,airplane,6,hodgepodge,127
136,Object held in hand,281.0,776.0,868.0,248.0,32TMVRKDHQX826A781A7FLJDZQE485,337RC3OW0915YABYCOP0I01IZISVL9,A3S5AA4R3RIEEP,airplane,6,hodgepodge,133
137,Object held in hand,285.0,715.0,802.0,233.0,37SDSEDIOC1RA7DOLJR5HNCAN6A812,3BC8WZX3V7VO81PU8OHM3FLEK5QRRQ,A3E7ZJB271LWC4,airplane,6,hodgepodge,139
138,Object held in hand,441.0,509.0,809.0,338.0,3Y3N5A7N5J83L2QVR98X0SOFEW7YMD,3NXNZ5RS1EW8MI9T5TJU7DUKD7U79O,A2WPHVMLLEV5ZB,airplane,6,hodgepodge,145
139,Object held in hand,548.0,314.0,684.0,265.0,391FPZIE5FL0CF5FQBVV52A61MUHUM,3L0KT67Y8IF96H1T189L1LJ79U8YS7,A3E7ZJB271LWC4,airplane,7,hodgepodge,1
140,Object held in hand,554.0,280.0,693.0,279.0,3EGKVCRQGZR72BMY0KIOMCDL2X1BYZ,3Z7ISHFUH4URSNWPJW5ZY1S83UFZ89,A1DRCYCS1YAPTR,airplane,7,hodgepodge,7
141,Object held in hand,1311.0,60.0,609.0,269.0,373L46LKQA5I0PVTKXUEBSHNCN1KJY,3ZV9H2YQQH61XVLEWSQW8GQF66G3WS,A1DRCYCS1YAPTR,airplane,7,hodgepodge,13
142,Object held in hand,844.0,978.0,1073.0,72.0,3I6NF2WGJJV5R4KP5455CQ6PN5N5GS,33CID57108SLM19FSEJUZ59Z8YX3LI,A1T1Q02X2B4W1I,airplane,7,hodgepodge,19
143,Object held in hand,485.0,139.0,742.0,341.0,3D5G8J4N6D3QU3LAVVMPF7FDQNYVTZ,3IGI0VL64BJ0WQ5MNPJ100BZ8L5ONE,A1L3AMVT1UIZPD,airplane,7,hodgepodge,25
144,Object held in hand,75.0,61.0,881.0,315.0,3Z8UJEJOD2CNYFADDFB25CMI5W1399,3BEFOD78WASQAFA4S4PS9NGUM3JM4O,A3S5AA4R3RIEEP,airplane,7,hodgepodge,31
145,Object held in hand,38.0,423.0,873.0,342.0,3ZFRE2BDRCDEK4Z412CPPGDFRUUXZM,3DQQ64TANKK84KQ1UQN3LJTGB2DPWV,A3E7ZJB271LWC4,airplane,7,hodgepodge,37
146,Object held in hand,139.0,459.0,854.0,455.0,33IXYHIZC8HF8T5BHQDJEGI1QFI2E8,3QUO65DNQYNDRGPVKQVNEV3TGHSUO6,A177WHL80AVLKL,airplane,7,hodgepodge,43
147,Object held in hand,158.0,557.0,924.0,462.0,3GONHBMNIYX3QS00NVAGEZXHKQAZM4,3YDGXNSEO3TBPQ80Y3F945FZ2ZG84A,A23K0YTNUJ0GKR,airplane,7,hodgepodge,49
148,Object held in hand,388.0,589.0,1036.0,460.0,37G6BXQPMTKW0C7WJ13KAYG46LTQE7,317HQ483IBRQ04UJPU6WG3FDWBMNIW,A3OLRWACCCCUTU,airplane,7,hodgepodge,55
149,Object held in hand,914.0,303.0,825.0,591.0,306W7JMRZ1XSN5VGNGKUNZPJ9IX8BH,388U7OUMFB00875VEBY7JJKRBF9R0A,A177149MJHLHUO,airplane,7,hodgepodge,61
150,Object held in hand,656.0,212.0,898.0,407.0,3I01FDIL7P7AGNRBLV2Z8Y0GQ3J2DH,3GDTJDAPVYARTGX647F5QZWZOQU8MY,A2UB4DIAFXKIKU,airplane,7,hodgepodge,67
151,Object held in hand,471.0,362.0,824.0,594.0,34R3P23QIV0D4JUKLBAWNQV3M28HWO,3JNQLM5FT8LW1JDWOE5PGV472LK2LV,A10249252O9I20MRSOBVF,airplane,7,hodgepodge,73
152,Object held in hand,188.0,307.0,811.0,706.0,3538U0YQ2ITWZP1QG1BUF88T8U13F6,3X73LLYYQ5DQ49JZJCOBGREYWZ5NH3,A1ECLPJ8TOEKJ3,airplane,7,hodgepodge,79
153,Object held in hand,0.0,276.0,834.0,735.0,3ZZAYRN1J9QV4JCDUJ0BKFL5UU0TOU,3HYA4D452VIA1R30232RLIZN5OEF2H,A1DRCYCS1YAPTR,airplane,7,hodgepodge,85
154,Object held in hand,242.0,364.0,517.0,665.0,3X55NP42FRF8Q2QKU47ZR2MXA0N3P8,3YMU66OBIR7KUH2DW8BGQ751VNGHGM,A28BGMSZT2H6LD,airplane,7,hodgepodge,91
155,Object held in hand,406.0,469.0,576.0,611.0,3OPLMF3EV8MP3L4WKVY7JZBJA7BNL8,3F0BG9B9MTMNNJH1D5BA6UNBMG57Y3,A3760PCQD2MPIO,airplane,7,hodgepodge,97
156,Object held in hand,187.0,486.0,952.0,405.0,3AQN9REUUIF0H8KIEG9UH21L5ICYDS,3IAS3U3I0JFKOARKX1GV2S82QR12B3,A3E7ZJB271LWC4,airplane,7,hodgepodge,103
157,Object held in hand,455.0,502.0,782.0,578.0,3BPP3MA3UFJL9FRJRWVOTCHAWFALEH,3R6BYFZZPBBB276XQSNKB8TJIYPFX4,A1T4EW5OY521RU,airplane,7,hodgepodge,109
158,Object held in hand,668.0,635.0,550.0,445.0,3LN50BUKQYAP66G90ABZNOGEAMCPL6,3WQ3B2KGECFDZP9OEXGHX9YXYLLB1T,A2C7EYRPWL8B3L,airplane,7,hodgepodge,115
159,Object held in hand,334.0,531.0,884.0,389.0,3VIVIU06GNBHV2BQNRMUE4UROD5IMN,36DSNE9QZ9X4D0E18RR97TUIZ0QOJY,A3E7ZJB271LWC4,airplane,7,hodgepodge,121
160,Object held in hand,112.0,338.0,949.0,367.0,3YZ7A3YHS8S8H9TG04ZM14PSBGL5SG,3OE22WJIGMNGCS2BZ3NR30YTVIOUQS,A1L3AMVT1UIZPD,airplane,7,hodgepodge,127
161,Object held in hand,20.0,272.0,947.0,369.0,3ZLW647WBOUCYVPES6WNVPE4ZQW23L,3GGAI1SQEZXT5JNJLJVASLSIEHOMCR,A1H5Q9HRH4RPZU,airplane,7,hodgepodge,133
162,Object held in hand,50.0,303.0,951.0,374.0,35JDMRECD785NNDIG5Y8GKC20YPGE7,3S0TNUHWKXHOPMRTREG27995FC58DJ,A2C7EYRPWL8B3L,airplane,7,hodgepodge,139
163,Object held in hand,583.0,407.0,737.0,153.0,32204AGABEBH7X4K666E1N9FSEJGHP,32UTUBMZ7KVTL1PMLB064X5DNP4BVU,A2880Y23V0UITQ,airplane,8,hodgepodge,1
164,Object held in hand,557.0,367.0,777.0,168.0,3LCXHSGDMW58DSM9B5SP5YV5O9IESO,320DUZ38GBLGLNX3K8E12KLG8FAGJG,A2UB4DIAFXKIKU,airplane,8,hodgepodge,7
165,Object held in hand,620.0,163.0,756.0,359.0,3I01FDIL7P7AGNRBLV2Z8Y0GQ3K2DI,3VE8AYVF8QWLN65PIKBSV9CQRPOF84,A3E7ZJB271LWC4,airplane,8,hodgepodge,13
166,Object held in hand,579.0,160.0,716.0,561.0,3PZDSVZ3K8GT5DXBE3ZQXI98OLH4NX,3ND9UOO81O1IDZB32YUW42KW6S9WL1,A13V95MSIU0JN3,airplane,8,hodgepodge,19
167,Object held in hand,566.0,9.0,611.0,688.0,37J05LC5B0IAMJPJSG8R7FMXSE4DJE,3LQ8PUHQFPRYQ888MWBJBJIHA0XHI3,A3GJ43NLKYZ7O,airplane,8,hodgepodge,25
168,Object held in hand,638.0,106.0,638.0,688.0,3D5G8J4N6D3QU3LAVVMPF7FDQN0VT1,3Z2R0DQ0JLDIVD347SIL30ENTOGE2H,A313LDOJS2HB5G,airplane,8,hodgepodge,31
169,Object held in hand,404.0,126.0,859.0,602.0,374UMBUHO8OUVUFA4ERKPFRO5GICTH,3LRLIPTPEU8AMGQIGTM37DAQP9SAKS,A3SSR32EZYJ8QD,airplane,8,hodgepodge,37
170,Object held in hand,487.0,249.0,579.0,418.0,3WJGKMRWWL8NE5JDIOR5KB922UWCD0,3B3WTRP3DF110HCNZH2ZBMDC2R0922,A2UAHW3Q7S45JP,airplane,8,hodgepodge,43
171,Object held in hand,333.0,97.0,917.0,686.0,3SA4EMRVKY1C9ARNBHPGP4OQ7O1P0X,3SEPORI8WRY5BBP4GUPDUSY3TIKZAI,A2WPHVMLLEV5ZB,airplane,8,hodgepodge,49
172,Object held in hand,588.0,110.0,616.0,591.0,3EQPA8A387VDPKUFKYXOY750GWDJZI,3QRYMNZ7F2GG9IAUJ650UAHM7TLNTY,A2UB4DIAFXKIKU,airplane,8,hodgepodge,55
173,Object held in hand,635.0,213.0,560.0,457.0,3O0M2G5VD918GBTHDTGLFHEOJWZ942,3DHE4R9OC0AGFRZVDN8933ZZ64O2GF,A3E7ZJB271LWC4,airplane,8,hodgepodge,61
174,Object held in hand,619.0,479.0,580.0,243.0,3WRBLBQ2HU76WXYO8YZTVVAY6XEG0K,34Z02EIMIWCDOMINI032JYL9Z0BT0U,A3E7ZJB271LWC4,airplane,8,hodgepodge,67
175,Object held in hand,609.0,470.0,558.0,467.0,38F60IALBJGA12KUSYY0UEPNWRI0T9,3S96KQ6I9Q37N6JHUCRXY55STO4TD5,A1I66SKK9RFQSA,airplane,8,hodgepodge,73
176,Object held in hand,494.0,201.0,802.0,792.0,3CKVGCS3QJ49M27F3YTAK9T1U8A0SQ,3VE8AYVF8QWLN65PIKBSV9CQRPS8F1,A2WPHVMLLEV5ZB,airplane,8,hodgepodge,79
177,Object held in hand,493.0,447.0,709.0,633.0,3MGHRFQY3OO6IOJO24LZ2VH2BT3Y0Z,3ZPBJO59KT0HIXSMUIA8KM24IVTDH1,A1DRCYCS1YAPTR,airplane,8,hodgepodge,85
178,Object held in hand,488.0,497.0,766.0,545.0,362E9TQF3KPH3SF4COOZ1ZAUSRTGID,36H9ULYP66TA7N189O8JKZL47Z0FJ4,A3SSR32EZYJ8QD,airplane,8,hodgepodge,91
179,Object held in hand,558.0,360.0,611.0,375.0,378G7J1SKOX1K93IVA2Q2NYQUMEWEL,32RIADZISW3T8AN9C1LELWF0ETF4SY,A3E7ZJB271LWC4,airplane,8,hodgepodge,97
180,Object held in hand,479.0,162.0,694.0,585.0,3SD15I2WE5T0GW8FF88QL2VGFVW634,3HOSI13XH3N06HNK8MRIT1N6Q32DDU,AG8PCITDPLLKU,airplane,8,hodgepodge,103
181,Object held in hand,494.0,139.0,692.0,682.0,37J05LC5B0IAMJPJSG8R7FMXSE4JDK,3PS7W85Z831VKG60IWMVC9M22479TO,A3E7ZJB271LWC4,airplane,8,hodgepodge,109
182,Object held in hand,514.0,241.0,840.0,595.0,31MCUE39CNL2DPXLRLHCXT8599U3GY,3JAOYWH7VM3713YV9NK4QICL8QY9LW,A3SSR32EZYJ8QD,airplane,8,hodgepodge,115
183,Object held in hand,630.0,435.0,627.0,237.0,3YKP7CX6H5EONRQXDBSO9ZTOYYQB7W,3U5NZHP4LV1Q7UVCZR13KGJTWDIHP3,A1CPNA5L0J834N,airplane,8,hodgepodge,121
184,Object held in hand,552.0,513.0,716.0,166.0,3MG8450X3R9SPW339O30EBCXND4PUZ,3RRCEFRB7QBURO671FZJV750A5P4BT,A3GJ43NLKYZ7O,airplane,8,hodgepodge,127
185,Object held in hand,552.0,486.0,724.0,153.0,39RRBHZ0BX0MGFU91NB71VGUBJMVZH,3QHK8ZVMIQHQPWDS77Y0HO7BWRULBD,A3NPSVXD85WT0J,airplane,8,hodgepodge,133
186,Object held in hand,508.0,470.0,332.0,162.0,3WRAAIUSCMYDJWRWPAWQ8NM6I9MXAK,3R8YZBNQ9LHEEHQFMVUGT8K9N7MQ7H,A3E7ZJB271LWC4,airplane,9,hodgepodge,1
187,Object held in hand,766.0,493.0,341.0,146.0,3W9XHF7WHNUCESRYWR8IDY4WAPSTKC,3KKG4CDWKMXB3VRA3VLN41AAM5Q49N,A2C7EYRPWL8B3L,airplane,9,hodgepodge,7
188,Object held in hand,802.0,428.0,192.0,213.0,3VMHWJRYIYF8FN840QIIMOXXFPYFXE,3DH6GAKTY2O67TN7W03TXEGAW96YZA,A3E7ZJB271LWC4,airplane,9,hodgepodge,13
189,Object held in hand,743.0,227.0,337.0,330.0,3OPLMF3EV8MP3L4WKVY7JZBJA78NL5,3OS4RQUCRDE4P43WLWV2MB2RZULBF9,A1L5H5KX16J1LS,airplane,9,hodgepodge,19
190,Object held in hand,724.0,210.0,308.0,210.0,3FBEFUUYSN400H70ONN08A9ML5N6AZ,3BXQMRHWK3XPRD4J7AGAMREOLHJMUP,A3PRFA3M7OSCT5,airplane,9,hodgepodge,25
191,Object held in hand,800.0,227.0,316.0,297.0,3E6L1VR4YZLVW8O8Z39SMBKDIL0F6L,3X4MXAO0BKNTGX6G7IRSQETVCKURWI,AUIK13430ZBOH,airplane,9,hodgepodge,31
192,Object held in hand,672.0,214.0,388.0,295.0,3IKDQS3DRHZ4MGZZA2SGB8PFUZ3IC7,38F71OA9GXV08V7TCLLB0RDLBU6FML,A17H4056SPXO80,airplane,9,hodgepodge,37
193,Object held in hand,829.0,194.0,350.0,383.0,3NRZ1LDP8Z59BVXDFB28V3RCPVJZPY,3LQ8PUHQFPRYQ888MWBJBJIHA0YHI4,A104V8NZIQFN2F,airplane,9,hodgepodge,43
194,Object held in hand,778.0,239.0,450.0,281.0,3RKHNXPHHZVRE56NWWYSIUQYT3VUK0,3PWWM24LHWX1MCTDUPWLBQI1IKU28G,A3SSR32EZYJ8QD,airplane,9,hodgepodge,49
195,Object held in hand,773.0,180.0,362.0,301.0,37M4O367WMH5JEGBG730PVQMJR2M5K,3WJEQKOXAC18GF4W8JGL2YERG33A10,AKTQD9Y44G495,airplane,9,hodgepodge,55
196,Object held in hand,712.0,227.0,367.0,324.0,35NNO802BYVNDKWQZS1URJJRT3KINS,3G2UL9A02HDL4Z7V7MGIN33IN6M67C,A3KQEFX15OV461,airplane,9,hodgepodge,61
197,Object held in hand,792.0,166.0,341.0,336.0,3ZICQFRS44H3PZZJ2K0AM1TQZUTZZM,3II4UPYCON6UVQRPD8X2T0U59I0QDL,ADI3J1D1WQIO3,airplane,9,hodgepodge,67
198,Object held in hand,914.0,130.0,308.0,381.0,3L1EFR8WXW4IERQ6XAC46LBF8M9F9X,3PW9OPU9PUJJBC9SV4N6WGVT4FB12K,A1L3AMVT1UIZPD,airplane,9,hodgepodge,73
199,Object held in hand,814.0,282.0,242.0,165.0,37MQ8Z1JRHVDEYM2HRPDLJAH8RQY2M,3OS46CRSLJYNFP8RPKJYTHJL9OPV6P,A18R8GG33EVI6C,airplane,9,hodgepodge,79
200,Object held in hand,728.0,227.0,406.0,350.0,39AYGO6AGIJ7K01PXRS5UGTMKCMN60,34S6N1K2ZZI0G9GE7Z8W3ZA9R4UHLK,A1L3AMVT1UIZPD,airplane,9,hodgepodge,85
201,Object held in hand,822.0,173.0,257.0,212.0,3WRBLBQ2HU76WXYO8YZTVVAY6XHG0N,3PJ71Z61R81UBWURGD2L6337ALT91S,A3E7ZJB271LWC4,airplane,9,hodgepodge,91
202,Object held in hand,699.0,177.0,330.0,192.0,375VSR8FWZ8UN8DSS36X0YRRQD8ZRR,33FBRBDW6SYEKULFRILRN3RNUCUC8O,A1L5H5KX16J1LS,airplane,9,hodgepodge,97
203,Object held in hand,754.0,170.0,229.0,292.0,3JY0Q5X06M537199M0OWGNXEDE1GGL,34S6N1K2ZZI0G9GE7Z8W3ZA9R4JHL9,A1DRCYCS1YAPTR,airplane,9,hodgepodge,103
204,Object held in hand,777.0,161.0,337.0,317.0,329E6HTMTZ17FBT4HC2RVL0YGQD3K3,3ZR9AIQJUF8T713X3Z2UBQ9HJ0J40W,A2C7EYRPWL8B3L,airplane,9,hodgepodge,109
205,Object held in hand,787.0,134.0,342.0,372.0,31GN6YMHMSR2US80W5MVR425VDNSWI,3SITXWYCNZ8LPQUHLQ1OSI2Y30ZBXK,A3KQEFX15OV461,airplane,9,hodgepodge,115
206,Object held in hand,679.0,275.0,358.0,178.0,3IH9TRB0GEYKZDP1U53WUC6OQ2AI1F,3PMBY0YE2B2EYZ4PWAR5NZMYEHU9CQ,A1CPNA5L0J834N,airplane,9,hodgepodge,121
207,Object held in hand,611.0,331.0,370.0,195.0,3P458N04R4GOETWSCV3B25386LU2XI,33JKGHPFYGTCWNKAA94O8WMUDLSMNZ,A1L3AMVT1UIZPD,airplane,9,hodgepodge,127
208,Object held in hand,74.0,145.0,639.0,505.0,3PIOQ99R81LSMBRQT9Q8AM72NY4NU2,39O5D9O87XRSJXF9F1QVWMJCEQX3CI,A3E7ZJB271LWC4,airplane,10,hodgepodge,1
209,Object held in hand,11.0,172.0,687.0,521.0,3IQ9O0AYX9YL8X1AWON60IPJIL2ITP,3HYA4D452VIA1R30232RLIZN5PI2FA,A18R8GG33EVI6C,airplane,10,hodgepodge,7
210,Object held in hand,0.0,84.0,706.0,619.0,3FK4G712O0Z9NBRRC0CUUFZKP0RSS3,3WJ1OXY92EFQRFOH74P0H81ZU978AG,A1L3AMVT1UIZPD,airplane,10,hodgepodge,13
211,Object held in hand,0.0,0.0,663.0,610.0,3VMV5CHJ0BE7C6VF60N3F6C3387GTS,3COPXFW7XFBH9KWK5C40X8ZLOUDPK6,A38USNFPASG5WW,airplane,10,hodgepodge,19
212,Object held in hand,0.0,57.0,712.0,547.0,388FBO7J0US93KBV3ANXD7DFJMBYN7,3X0H8UUIT5N5HC6TM7RXGOYRYLRSWJ,A1L5H5KX16J1LS,airplane,10,hodgepodge,25
213,Object held in hand,0.0,62.0,729.0,564.0,3OWZNK3RZOOWXP2X7QSOIY44C3FU2K,37UEWGM5HX70FWQDAU27XO31G7VR1T,A3760PCQD2MPIO,airplane,10,hodgepodge,31
214,Object held in hand,50.0,66.0,687.0,571.0,3JTPR5MT0VBATQG8VVQKAIYIUM85KZ,3JJVG1YBEFWCN7A7FKIT0ZBEA1VB5G,A3PRFA3M7OSCT5,airplane,10,hodgepodge,37
215,Object held in hand,149.0,0.0,587.0,526.0,309D674SI2KUZ8LT4S0ZPLL2Z9KBCS,35H6S234SEZ6HVTCJT1LPJPMW0J65P,A2WPHVMLLEV5ZB,airplane,10,hodgepodge,43
216,Object held in hand,144.0,86.0,517.0,447.0,363A7XIFW7LLF7M1PVV8K2PL2YDVAE,3WR9XG3T67A7PC3HOYN3Q5J4RF0479,A3760PCQD2MPIO,airplane,10,hodgepodge,49
217,Object held in hand,69.0,0.0,586.0,415.0,3IH9TRB0GEYKZDP1U53WUC6OQ2DI1I,3L4D84MIL3RULJSE4EWJNKXHNFTHJM,A23K0YTNUJ0GKR,airplane,10,hodgepodge,55
218,Object held in hand,81.0,0.0,669.0,449.0,3XUY87HIWSD3RL1H86KM6X185MQMM8,3YHH42UU5FEP59AI9R1BX7BS5NM0LV,APV5E6BOHVUG6,airplane,10,hodgepodge,61
219,Object held in hand,157.0,0.0,664.0,440.0,3ZC62PVYEK9PF9ZP0KO4SVX4JUTXXM,3YJ6NA41JFFMY0Q2NR4OWTZ896PPJL,A1L3AMVT1UIZPD,airplane,10,hodgepodge,67
220,Object held in hand,225.0,38.0,566.0,435.0,3VJ4PFXFK66L2SX1K5L3OGN2OR7UAR,36AHBNMV1VB34SIB4IEW6MX78REDY8,A2880Y23V0UITQ,airplane,10,hodgepodge,73
221,Object held in hand,297.0,1.0,555.0,490.0,3YGE63DIOBW2TJOON33BHYWM0L2W0X,37C0GNLMHJ21L885YZJ4NVDE9GZD6K,A1CPNA5L0J834N,airplane,10,hodgepodge,79
222,Object held in hand,282.0,15.0,598.0,491.0,3I6NF2WGJJV5R4KP5455CQ6PN5NG53,3BV8HQ2ZZ003N15TEPS2XU58OD1A6E,A3SSR32EZYJ8QD,airplane,10,hodgepodge,85
223,Object held in hand,269.0,190.0,470.0,376.0,3IVEC1GSMSYGUO97CNOW6DLO3H31JE,3VD82FOHKUNH5M8VYZANKPHN9H1COU,A32F420NFLF032,airplane,10,hodgepodge,91
224,Object held in hand,171.0,119.0,528.0,440.0,3RIHDBQ1OHXHZ706H949ESTCO0OHMR,3IKZ72A5B8F6QDSTOM0BD62LGJWFNZ,A3E7ZJB271LWC4,airplane,10,hodgepodge,97
225,Object held in hand,193.0,18.0,614.0,544.0,3RTFSSG7UB5FQFDACWPUFIOA3JFWL8,3I0BTBYZA1K958HHS6Q1RFDOE2UY0P,A72ON2HDM22OZ,airplane,10,hodgepodge,103
226,Object held in hand,442.0,61.0,407.0,480.0,371DNNCG571SJRPXN2BFNTV5FPWT8R,3BV8HQ2ZZ003N15TEPS2XU58OE66AH,A3E7ZJB271LWC4,airplane,10,hodgepodge,109
227,Object held in hand,316.0,210.0,542.0,396.0,3EQPA8A387VDPKUFKYXOY750GWCJZH,3TYCR1GOTGIM7UG8DLE336EENU1LZ4,AUIK13430ZBOH,airplane,10,hodgepodge,115
228,Object held in hand,342.0,325.0,521.0,489.0,3CIS7GGG78IOS5ED0ANPKZDT962EU3,3KMS4QQVK6P5I77QR98VLELHMP9KFJ,A1L5H5KX16J1LS,airplane,10,hodgepodge,121
229,Object held in hand,154.0,216.0,612.0,463.0,3EAWOID6NWWPEUOJXTYFVWD8TC4V0Q,3G5F9DBFOTW3CES8L3A2Q88BI26VHR,A2C7EYRPWL8B3L,airplane,10,hodgepodge,127
230,Object held in hand,223.0,177.0,602.0,452.0,3YZ7A3YHS8S8H9TG04ZM14PSBGK5SF,34V1S5K3GW0PIIVOMJE21ZUOIWY96F,A3E7ZJB271LWC4,airplane,10,hodgepodge,133
231,Object held in hand,309.0,228.0,519.0,441.0,3Z56AA6EL7Z12IGPLQD5H14MFMF6MM,3L2IS5HSFEHV9VPJJBVAZ63OQ76NU3,A2N887KY7OGA4C,airplane,10,hodgepodge,139
232,Object held in hand,257.0,199.0,558.0,458.0,3UUSLRKAVO2H2OOHR7JU4PHO1J5D78,3MTMREQS4ZH1HGKZ5756VO4LCGAWAJ,AKTQD9Y44G495,airplane,10,hodgepodge,145
233,Object held in hand,443.0,457.0,232.0,257.0,3UY4PIS8RUKCDE0SRLGOZK25C131ND,3QJOXOW4XNQ82H7XHA15I9SLZS6EMF,A3OLRWACCCCUTU,airplane,11,hodgepodge,1
234,Object held in hand,564.0,391.0,259.0,401.0,33TGB4G0MSGIYSQ5VAN73SCY6Y7TX1,3D3VGR7TA4EWPZ4SXYGQLHIYER03RO,A1BM57TUNAQIXM,airplane,11,hodgepodge,7
235,Object held in hand,478.0,314.0,416.0,425.0,3M47JKRKD00MHTELRP3MCJ3RVHM86W,3IO1LGZLKDWP4DCEHR8O13ZDYQ986I,APV5E6BOHVUG6,airplane,11,hodgepodge,13
236,Object held in hand,238.0,555.0,552.0,272.0,3LCXHSGDMW58DSM9B5SP5YV5O9ISE2,3IQ1VMJRYXJQ5K7RCWVEH4WAEFNA95,A1L5H5KX16J1LS,airplane,11,hodgepodge,19
237,Object held in hand,141.0,440.0,580.0,335.0,3NFWQRSHWHDXT1DEBGIEY2X2CZ4GFP,3HUTX6F6VYM474GT16LH8C81XQL2O8,AKTQD9Y44G495,airplane,11,hodgepodge,25
238,Object held in hand,357.0,362.0,337.0,598.0,3L55D8AUGDWQCGE4EKEJXWJ3KI1YCT,32VNZTT0AB3H7VNWXCL9VMA4SRZ4RD,A17H4056SPXO80,airplane,11,hodgepodge,31
239,Object held in hand,606.0,267.0,345.0,470.0,3PKJ68EHEQVRYZULECRHY01VK6WJHS,3RSDURM96EL8WYWB0DPGC4FS830EYN,AUIK13430ZBOH,airplane,11,hodgepodge,37
240,Object held in hand,296.0,506.0,510.0,315.0,3LN3BXKGD3UZ4NZ915SE2QJ272SWG1,3NGMS9VZTPHU2LFCQYHY51TCETSFFC,A2Q3C8CCWOU009,airplane,11,hodgepodge,43
241,Object held in hand,395.0,405.0,348.0,562.0,3ATYLI1PSW11QGG8IPM7I9YWWSBOJM,36WLNQG7839CJQ30QLBW4THRNUPBEC,A3KQEFX15OV461,airplane,11,hodgepodge,49
242,Object held in hand,518.0,424.0,270.0,594.0,3C8QQOM6KS0XPKT5NFLFERF2O8GILM,3C5W7UE9CJPH8HYECFRX6YDSFZZXMR,A2Q3C8CCWOU009,airplane,11,hodgepodge,55
243,Object held in hand,363.0,320.0,336.0,565.0,3D1UCPY6HJ8NKAR38N5O5GR7LQH38I,3J2UYBXQQPB7MO7BMNV98OTVFRN06B,A3GR8MTLTV0QW6,airplane,11,hodgepodge,61
244,Object held in hand,170.0,431.0,518.0,354.0,3SNR5F7RA5SJJEJD6TYB1WPIFBCIEW,3YOH7BII0D6UE4TGRODZ30O3AIHKVP,A39J5RLVDTM6SM,airplane,11,hodgepodge,67
